Obec/město/KATASTR,Okres,Kraj,PČR útvar,Číslo katastru,Původní (chybné) zařazení/Poznámka,PRIORITA
Křinice,Náchod,Královéhradecký kraj,OOP Broumov,,,
Martínkovice,Náchod,Královéhradecký kraj,OOP Broumov,,,
Meziměstí,Náchod,Královéhradecký kraj,OOP Broumov,,,
Otovice,Náchod,Královéhradecký kraj,OOP Broumov,,,
Šonov,Náchod,Královéhradecký kraj,OOP Broumov,,,
Vernéřovice,Náchod,Královéhradecký kraj,OOP Broumov,,,
Andělská Hora,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Bílčice,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Bruntál,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Dlouhá Stráň,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Dvorce,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Horní Benešov,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Horní Životice,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Křišťanovice,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Leskovec nad Moravicí,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Mezina,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Milotice nad Opavou,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Moravskoslezský Kočov,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Nová Pláň,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Nové Heřminovy,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Oborná,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Razová,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Roudno,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Rudná pod Pradědem,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Staré Heřminovy,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Staré Město,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Světlá Hora,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Svobodné Heřmanice,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Václavov u Bruntálu,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Valšov,Bruntál,Moravskoslezský kraj,OOP Bruntál,,,
Brušperk,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,,,
Fryčovice,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,,,
Krmelín,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,,,
Paskov,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,,,
Řepiště,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,,,
Stará Ves nad Ondřejnicí,Ostrava-město,Moravskoslezský kraj,OOP Brušperk,,,
Staříč,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,,,
Žabeň,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,,,
Boršice,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Břestek,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Buchlovice,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Hostějov,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Medlovice,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Nedakonice,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Ořechov,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Osvětimany,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Polešovice,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Staré Hutě,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Stříbrnice,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Stupava,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Tučapy,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Tupesy,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Újezdec,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Vážany,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Zlechov,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,,,
Bohaté Málkovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Bohdalice-Pavlovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Brankovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Bučovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Chvalkovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Dobročkovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Dražovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Hvězdlice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Kojátky,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Kozlany,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Kožušice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Křižanovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Letonice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Malínky,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Milonice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Mouchnice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,4
Mouřínov,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Nemochovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Nemotice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Nesovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Nevojice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Rašovice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Snovídky,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Uhřice,Vyškov,Jihomoravský kraj,OOP Bučovice,,,
Blažkov,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Bohuňov,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Bukov,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Býšovec,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Bystřice nad Pernštejnem,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Chlum-Korouhvice,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Dalečín,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Dolní Rožínka,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Horní Rožínka,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Koroužné,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Lísek,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Milasín,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Moravecké Pavlovice,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Nyklovice,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Písečné,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Prosetín,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Rodkov,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Rovečné,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Rožná,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Rozsochy,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Sejřek,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Skorotice,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Štěpánov nad Svratkou,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Strachujov,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Strážek,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Střítež,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Sulkovec,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Ubušínek,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Ujčov,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Unčín,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Věchnov,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Velké Janovice,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Velké Tresné,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Věstín,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Věžná,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Vír,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Ždánice,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Zvole,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,,,
Blazice,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Brusné,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Bystřice pod Hostýnem,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Chomýž,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Chvalčov,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Komárno,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Loukov,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Mrlínek,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Osíčko,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Podhradní Lhota,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Rajnochovice,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Rusava,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Slavkov pod Hostýnem,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Vítonice,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,,,
Adamov,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Bílé Podolí,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Brambory,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Bratčice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Čáslav,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Čejkovice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Chotusice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Dobrovítov,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Drobovice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Horka I,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Horky,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Horušice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Hostovlice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Hraběšín,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Kluky,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Krchleby,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Močovice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Okřesaneč,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Potěhy,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Schořov,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Šebestěnice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Semtěš,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Souňov,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Starkoč,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Třebonín,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Tupadly,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Vinaře,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Vlačice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Vlkaneč,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Vodranty,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Vrdy,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Žáky,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Zbýšov,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Žehušice,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Žleby,Kutná Hora,Středočeský kraj,OOP Čáslav,,,
Bernartice,Benešov,Středočeský kraj,OOP Čechtice,,,
Blažejovice,Benešov,Středočeský kraj,OOP Čechtice,,,
Borovnice,Benešov,Středočeský kraj,OOP Čechtice,,,
Čechtice,Benešov,Středočeský kraj,OOP Čechtice,,,
Chlum,Benešov,Středočeský kraj,OOP Čechtice,,,
Chmelná,Benešov,Středočeský kraj,OOP Čechtice,,,
Děkanovice,Benešov,Středočeský kraj,OOP Čechtice,,,
Dolní Kralovice,Benešov,Středočeský kraj,OOP Čechtice,,,
Dunice,Benešov,Středočeský kraj,OOP Čechtice,,,
Hulice,Benešov,Středočeský kraj,OOP Čechtice,,,
Javorník,Benešov,Středočeský kraj,OOP Čechtice,,,
Keblov,Benešov,Středočeský kraj,OOP Čechtice,,,
Křivsoudov,Benešov,Středočeský kraj,OOP Čechtice,,,
Kuňovice,Benešov,Středočeský kraj,OOP Čechtice,,,
Loket,Benešov,Středočeský kraj,OOP Čechtice,,,
Miřetice,Benešov,Středočeský kraj,OOP Čechtice,,,
Mnichovice,Benešov,Středočeský kraj,OOP Čechtice,,,
Načeradec,Benešov,Středočeský kraj,OOP Čechtice,,,
Pravonín,Benešov,Středočeský kraj,OOP Čechtice,,,
Šetějovice,Benešov,Středočeský kraj,OOP Čechtice,,,
Snět,Benešov,Středočeský kraj,OOP Čechtice,,,
Soutice,Benešov,Středočeský kraj,OOP Čechtice,,,
Strojetice,Benešov,Středočeský kraj,OOP Čechtice,,,
Studený,Benešov,Středočeský kraj,OOP Čechtice,,,
Tomice,Benešov,Středočeský kraj,OOP Čechtice,,,
Trhový Štěpánov,Benešov,Středočeský kraj,OOP Čechtice,,,
Zdislavice,Benešov,Středočeský kraj,OOP Čechtice,,,
Čelákovice,Praha-východ,Středočeský kraj,OOP Čelákovice,,,
Lázně Toušeň,Praha-východ,Středočeský kraj,OOP Čelákovice,,,
Mochov,Praha-východ,Středočeský kraj,OOP Čelákovice,,,
Nehvizdy,Praha-východ,Středočeský kraj,OOP Čelákovice,,,
Svémyslice,Praha-východ,Středočeský kraj,OOP Čelákovice,,,
Vyšehořovice,Praha-východ,Středočeský kraj,OOP Čelákovice,,,
Zeleneč,Praha-východ,Středočeský kraj,OOP Čelákovice,,,
Čerčany,Benešov,Středočeský kraj,OOP Čerčany,,,
Čtyřkoly,Benešov,Středočeský kraj,OOP Čerčany,,,
Kozmice,Benešov,Středočeský kraj,OOP Čerčany,,,
Lštění,Benešov,Středočeský kraj,OOP Čerčany,,,
Mrač,Benešov,Středočeský kraj,OOP Čerčany,,,
Nespeky,Benešov,Středočeský kraj,OOP Čerčany,,,
Petroupim,Benešov,Středočeský kraj,OOP Čerčany,,,
Poříčí nad Sázavou,Benešov,Středočeský kraj,OOP Čerčany,,,
Přestavlky u Čerčan,Benešov,Středočeský kraj,OOP Čerčany,,,
Pyšely,Benešov,Středočeský kraj,OOP Čerčany,,,
Soběhrdy,Benešov,Středočeský kraj,OOP Čerčany,,,
Teplýšovice,Benešov,Středočeský kraj,OOP Čerčany,,,
Vranov,Benešov,Středočeský kraj,OOP Čerčany,,,
Česká Kamenice,Děčín,Ústecký kraj,OOP Česká Kamenice,,,
Janská,Děčín,Ústecký kraj,OOP Česká Kamenice,,,
Jetřichovice,Děčín,Ústecký kraj,OOP Česká Kamenice,,OOP Hřensko,2
Kunratice,Děčín,Ústecký kraj,OOP Česká Kamenice,,,
Kytlice,Děčín,Ústecký kraj,OOP Česká Kamenice,,,
Markvartice,Děčín,Ústecký kraj,OOP Česká Kamenice,,,
Srbská Kamenice,Děčín,Ústecký kraj,OOP Česká Kamenice,,,
Veselé,Děčín,Ústecký kraj,OOP Česká Kamenice,,,
Česká Lípa,Česká Lípa,Liberecký kraj,OOP Česká Lípa,,,
Kvítkov,Česká Lípa,Liberecký kraj,OOP Česká Lípa,,,
Sosnová,Česká Lípa,Liberecký kraj,OOP Česká Lípa,,,
Zahrádky,Česká Lípa,Liberecký kraj,OOP Česká Lípa,,,
Brzice,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Česká Skalice,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Hořičky,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Lhota pod Hořičkami,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Litoboř,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Mezilečí,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Říkov,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Studnice,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Velká Jesenice,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Vestec,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Žernov,Náchod,Královéhradecký kraj,OOP Česká Skalice,,,
Anenská Studánka,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Česká Třebová,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Damníkov,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Němčice,Svitavy,Pardubický kraj,OOP Česká Třebová,,,
Přívrat,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Rybník,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Semanín,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Sloupnice,Svitavy,Pardubický kraj,OOP Česká Třebová,,,
Třebovice,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Trpík,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,,,
Vlčkov,Svitavy,Pardubický kraj,OOP Česká Třebová,,,
České Budějovice,České Budějovice,Jihočeský kraj,OOP České Budějovice,,,2
Břežany II,Kolín,Středočeský kraj,OOP Český Brod,,,
Český Brod,Kolín,Středočeský kraj,OOP Český Brod,,,
Chrášťany,Kolín,Středočeský kraj,OOP Český Brod,,,
Hradešín,Kolín,Středočeský kraj,OOP Český Brod,,,
Klučov,Kolín,Středočeský kraj,OOP Český Brod,,,
Krupá,Kolín,Středočeský kraj,OOP Český Brod,,,
Mrzky,Kolín,Středočeský kraj,OOP Český Brod,,,
Poříčany,Kolín,Středočeský kraj,OOP Český Brod,,,
Přehvozdí,Kolín,Středočeský kraj,OOP Český Brod,,,
Přišimasy,Kolín,Středočeský kraj,OOP Český Brod,,,
Přistoupim,Kolín,Středočeský kraj,OOP Český Brod,,,
Rostoklaty,Kolín,Středočeský kraj,OOP Český Brod,,,
Tismice,Kolín,Středočeský kraj,OOP Český Brod,,,
Tuchoraz,Kolín,Středočeský kraj,OOP Český Brod,,,
Tuklaty,Kolín,Středočeský kraj,OOP Český Brod,,,
Vrátkov,Kolín,Středočeský kraj,OOP Český Brod,,,
Bílá,Liberec,Liberecký kraj,OOP Český Dub,,,
Český Dub,Liberec,Liberecký kraj,OOP Český Dub,,,
Cetenov,Liberec,Liberecký kraj,OOP Český Dub,,,
Hlavice,Liberec,Liberecký kraj,OOP Český Dub,,,
Janův Důl,Liberec,Liberecký kraj,OOP Český Dub,,,
Křižany,Liberec,Liberecký kraj,OOP Český Dub,,,
Osečná,Liberec,Liberecký kraj,OOP Český Dub,,,
Proseč pod Ještědem,Liberec,Liberecký kraj,OOP Český Dub,,,
Světlá pod Ještědem,Liberec,Liberecký kraj,OOP Český Dub,,,
Všelibice,Liberec,Liberecký kraj,OOP Český Dub,,,
Zdislava,Liberec,Liberecký kraj,OOP Český Dub,,,
Brloh,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,OOP Křemže,3
Český Krumlov,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Chlumec,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Chvalšiny,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Dolní Třebonín,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Holubov,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,OOP Křemže,3
Křemže,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,OOP Křemže,3
Mirkovice,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Mojné,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Nová Ves,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,OOP Křemže,3
Přídolí,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Přísečná,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Srnín,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Věžovatá Pláně,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Zlatá Koruna,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
Zubčice,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,,,
,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,662046,OOP Větřní,3
Český Těšín,Karviná,Moravskoslezský kraj,OOP Český Těšín,,,
Chotěbuz,Karviná,Moravskoslezský kraj,OOP Český Těšín,,,
BŘÍZA NAD OHŘÍ,Cheb,Karlovarský kraj,OOP Cheb - město,650820,,2
CETNOV,Cheb,Karlovarský kraj,OOP Cheb - město,650838,,2
CHEB,Cheb,Karlovarský kraj,OOP Cheb - město,650919,,2
DOLNÍ PELHŘIMOV,Cheb,Karlovarský kraj,OOP Cheb - město,636568,,2
HÁJE U CHEBU,Cheb,Karlovarský kraj,OOP Cheb - město,636576,,2
PODHOŘÍ U CHEBU,Cheb,Karlovarský kraj,OOP Cheb - město,650846,,2
Pomezí nad Ohří,Cheb,Karlovarský kraj,OOP Cheb - město,,,
SKALKA U CHEBU,Cheb,Karlovarský kraj,OOP Cheb - město,650862,,2
CHOCOVICE,Cheb,Karlovarský kraj,OOP Cheb - venkov,769525,OOP Cheb-město,2
CHVOJEČNÁ ,Cheb,Karlovarský kraj,OOP Cheb - venkov,726427,OOP Cheb-město,2
DOLNÍ DVORY,Cheb,Karlovarský kraj,OOP Cheb - venkov,651052,OOP Cheb-město,2
DŘENICE U CHEBU,Cheb,Karlovarský kraj,OOP Cheb - venkov,651079,OOP Cheb-město,2
HORNÍ DVORY,Cheb,Karlovarský kraj,OOP Cheb - venkov,651061,OOP Cheb-město,2
HRADIŠTĚ U CHEBU,Cheb,Karlovarský kraj,OOP Cheb - venkov,651028,OOP Cheb-město,2
JINDŘICHOV U TRŠNIC,Cheb,Karlovarský kraj,OOP Cheb - venkov,768898,OOP Cheb-město,2
Lipová,Cheb,Karlovarský kraj,OOP Cheb - venkov,,,
LOUŽEK,Cheb,Karlovarský kraj,OOP Cheb - venkov,726435,OOP Cheb-město,2
Milíkov,Cheb,Karlovarský kraj,OOP Cheb - venkov,,,
Nebanice,Cheb,Karlovarský kraj,OOP Cheb - venkov,,,
Odrava,Cheb,Karlovarský kraj,OOP Cheb - venkov,,,
Okrouhlá,Cheb,Karlovarský kraj,OOP Cheb - venkov,,,
PODHRAD,Cheb,Karlovarský kraj,OOP Cheb - venkov,723720,OOP Cheb-město,2
STARÝ HROZŇATOV,Cheb,Karlovarský kraj,OOP Cheb - venkov,755028,OOP Cheb-město,2
Tuřany,Cheb,Karlovarský kraj,OOP Cheb - venkov,,,
Chabařovice,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,,
Chlumec,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,,
Libouchec,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,OOP Libouchec,2
LIBOV,Ústí nad Labem,Ústecký kraj,OOP Chlumec,684546,OOP Ústí N/Labem - Město; sloučeno pod OOP Chlumec,2
LIPOVÁ POD BLANSKEM,Ústí nad Labem,Ústecký kraj,OOP Chlumec,684554,OOP Ústí N/Labem - Město; sloučeno pod OOP Chlumec,2
Petrovice,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,OOP Libouchec,2
Přestanov,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,,
Telnice,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,,
Tisá,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,OOP Libouchec,2
TUCHOMYŠL,Ústí nad Labem,Ústecký kraj,OOP Chlumec,771368,OOP Ústí N/Labem - Město,2
Velké Chvojno,Ústí nad Labem,Ústecký kraj,OOP Chlumec,,OOP Libouchec,2
Chlumec nad Cidlinou,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Chudeřice,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Káranice,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Klamoš,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Kosice,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Kosičky,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Lišice,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Lovčice,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Lužec nad Cidlinou,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Mlékosrby,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Nepolisy,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Nové Město,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Olešnice,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Písek,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Převýšov,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
Stará Voda,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,,,
