Id,Vykazovane_zjisteno_mvcr,Vykazovane_objasneno_mvcr,FK_Crime_Lookup,FK_Area_Lookup,FK_Time_Range,Vykazovane_zjisteno_mesic,Vykazovane_objasneno_mesic,FK_District_Lookup
22912,0,0,9,0,25,0,0,49
22913,0,0,9,0,25,0,0,50
22914,0,0,9,0,25,0,0,51
22915,0,0,9,0,25,0,0,52
22916,0,0,9,0,25,0,0,53
22917,0,0,9,0,25,0,0,54
22918,0,0,9,0,25,0,0,55
22919,0,0,9,0,25,0,0,56
22920,0,0,9,0,25,0,0,57
22921,0,0,9,0,25,0,0,58
22922,0,0,9,0,25,0,0,59
22923,0,0,9,0,25,0,0,60
22924,0,0,9,0,25,0,0,61
22925,0,0,9,0,25,0,0,62
22926,0,0,9,0,25,0,0,63
22927,0,0,9,0,25,0,0,64
22928,0,0,9,0,25,0,0,65
22929,0,0,9,0,25,0,0,66
22930,0,0,9,0,25,0,0,67
22931,0,0,9,0,25,0,0,68
22932,0,0,9,0,25,0,0,69
22933,0,0,9,0,25,0,0,70
22934,0,0,9,0,25,0,0,71
22935,0,0,9,0,25,0,0,72
22936,0,0,9,0,25,0,0,73
22937,0,0,9,0,25,0,0,74
22938,0,0,9,0,25,0,0,75
22939,0,0,9,0,25,0,0,76
22940,0,0,9,0,25,0,0,77
22941,0,0,9,0,25,0,0,78
22942,0,0,9,0,25,0,0,79
22943,0,0,9,0,25,0,0,80
22944,0,0,9,0,25,0,0,81
22945,0,0,9,0,25,0,0,82
22946,0,0,9,0,25,0,0,83
22947,0,0,9,0,25,0,0,84
22948,0,0,9,0,25,0,0,85
22949,0,0,9,0,25,0,0,86
22950,0,0,9,0,25,0,0,87
22951,1612,784,1,1,26,1612,784,0
22952,218,49,1,2,26,218,49,0
22953,151,86,1,3,26,151,86,0
22954,136,54,1,4,26,136,54,0
22955,59,38,1,5,26,59,38,0
22956,153,78,1,6,26,153,78,0
22957,52,29,1,7,26,52,29,0
22958,160,64,1,8,26,160,64,0
22959,257,119,1,9,26,257,119,0
22960,115,76,1,10,26,115,76,0
22961,38,25,1,11,26,38,25,0
22962,55,13,1,12,26,55,13,0
22963,63,38,1,13,26,63,38,0
22964,91,52,1,14,26,91,52,0
22965,64,63,1,15,26,64,63,0
22966,51,12,1,0,26,51,12,1
22967,34,3,1,0,26,34,3,2
22968,52,9,1,0,26,52,9,3
22969,81,25,1,0,26,81,25,4
22970,0,0,1,0,26,0,0,5
22971,7,6,1,0,26,7,6,6
22972,12,0,1,0,26,12,0,7
22973,21,13,1,0,26,21,13,8
22974,22,16,1,0,26,22,16,9
22975,11,6,1,0,26,11,6,10
22976,7,3,1,0,26,7,3,11
22977,19,8,1,0,26,19,8,12
22978,11,5,1,0,26,11,5,13
22979,14,8,1,0,26,14,8,14
22980,5,4,1,0,26,5,4,15
22981,11,5,1,0,26,11,5,16
22982,6,6,1,0,26,6,6,17
22983,5,6,1,0,26,5,6,18
22984,58,15,1,0,26,58,15,19
22985,7,4,1,0,26,7,4,20
22986,8,5,1,0,26,8,5,21
22987,20,11,1,0,26,20,11,22
22988,9,4,1,0,26,9,4,23
22989,21,8,1,0,26,21,8,24
22990,13,7,1,0,26,13,7,25
22991,11,10,1,0,26,11,10,26
22992,9,7,1,0,26,9,7,27
22993,22,4,1,0,26,22,4,28
22994,1,0,1,0,26,1,0,29
22995,3,2,1,0,26,3,2,30
22996,7,10,1,0,26,7,10,31
22997,6,5,1,0,26,6,5,32
22998,26,5,1,0,26,26,5,33
22999,38,15,1,0,26,38,15,34
23000,17,8,1,0,26,17,8,35
23001,4,9,1,0,26,4,9,36
23002,23,19,1,0,26,23,19,37
23003,18,12,1,0,26,18,12,38
23004,27,10,1,0,26,27,10,39
23005,10,8,1,0,26,10,8,40
23006,3,2,1,0,26,3,2,41
23007,13,7,1,0,26,13,7,42
23008,9,6,1,0,26,9,6,43
23009,17,6,1,0,26,17,6,44
23010,0,0,1,0,26,0,0,45
23011,86,35,1,0,26,86,35,46
23012,18,9,1,0,26,18,9,47
23013,9,1,1,0,26,9,1,48
23014,14,7,1,0,26,14,7,49
23015,13,8,1,0,26,13,8,50
23016,20,4,1,0,26,20,4,51
23017,0,0,1,0,26,0,0,52
23018,0,0,1,0,26,0,0,53
23019,24,14,1,0,26,24,14,54
23020,26,13,1,0,26,26,13,55
23021,72,45,1,0,26,72,45,56
23022,23,11,1,0,26,23,11,57
23023,23,5,1,0,26,23,5,58
23024,89,31,1,0,26,89,31,59
23025,0,0,1,0,26,0,0,60
23026,36,20,1,0,26,36,20,61
23027,36,23,1,0,26,36,23,62
23028,19,12,1,0,26,19,12,63
23029,10,10,1,0,26,10,10,64
23030,14,11,1,0,26,14,11,65
23031,11,5,1,0,26,11,5,66
23032,9,7,1,0,26,9,7,67
23033,9,8,1,0,26,9,8,68
23034,9,5,1,0,26,9,5,69
23035,22,6,1,0,26,22,6,70
23036,11,6,1,0,26,11,6,71
23037,12,0,1,0,26,12,0,72
23038,8,0,1,0,26,8,0,73
23039,2,1,1,0,26,2,1,74
23040,9,5,1,0,26,9,5,75
23041,19,17,1,0,26,19,17,76
23042,16,11,1,0,26,16,11,77
23043,19,5,1,0,26,19,5,78
23044,0,0,1,0,26,0,0,79
23045,31,17,1,0,26,31,17,80
23046,23,13,1,0,26,23,13,81
23047,22,15,1,0,26,22,15,82
23048,15,7,1,0,26,15,7,83
23049,16,14,1,0,26,16,14,84
23050,24,22,1,0,26,24,22,85
23051,24,27,1,0,26,24,27,86
23052,0,0,1,0,26,0,0,87
23053,158,80,2,1,26,158,80,0
23054,11,2,2,2,26,11,2,0
23055,23,7,2,3,26,23,7,0
23056,12,3,2,4,26,12,3,0
23057,9,9,2,5,26,9,9,0
23058,10,2,2,6,26,10,2,0
23059,5,4,2,7,26,5,4,0
23060,24,7,2,8,26,24,7,0
23061,18,8,2,9,26,18,8,0
23062,12,7,2,10,26,12,7,0
23063,6,3,2,11,26,6,3,0
23064,8,7,2,12,26,8,7,0
23065,6,8,2,13,26,6,8,0
23066,12,9,2,14,26,12,9,0
23067,2,4,2,15,26,2,4,0
23068,3,0,2,0,26,3,0,1
23069,3,1,2,0,26,3,1,2
23070,2,0,2,0,26,2,0,3
23071,3,1,2,0,26,3,1,4
23072,0,0,2,0,26,0,0,5
23073,2,1,2,0,26,2,1,6
23074,1,0,2,0,26,1,0,7
23075,6,0,2,0,26,6,0,8
23076,2,0,2,0,26,2,0,9
23077,0,0,2,0,26,0,0,10
23078,3,-1,2,0,26,3,-1,11
23079,1,2,2,0,26,1,2,12
23080,1,1,2,0,26,1,1,13
23081,2,1,2,0,26,2,1,14
23082,3,2,2,0,26,3,2,15
23083,2,1,2,0,26,2,1,16
23084,0,0,2,0,26,0,0,17
23085,0,0,2,0,26,0,0,18
23086,3,1,2,0,26,3,1,19
23087,-1,0,2,0,26,-1,0,20
23088,4,0,2,0,26,4,0,21
23089,2,1,2,0,26,2,1,22
23090,2,1,2,0,26,2,1,23
23091,1,0,2,0,26,1,0,24
23092,1,0,2,0,26,1,0,25
23093,2,2,2,0,26,2,2,26
23094,0,0,2,0,26,0,0,27
23095,2,2,2,0,26,2,2,28
23096,0,0,2,0,26,0,0,29
23097,4,4,2,0,26,4,4,30
23098,0,0,2,0,26,0,0,31
23099,1,1,2,0,26,1,1,32
23100,2,0,2,0,26,2,0,33
23101,2,0,2,0,26,2,0,34
23102,0,0,2,0,26,0,0,35
23103,3,1,2,0,26,3,1,36
23104,0,0,2,0,26,0,0,37
23105,1,0,2,0,26,1,0,38
23106,2,1,2,0,26,2,1,39
23107,0,1,2,0,26,0,1,40
23108,0,0,2,0,26,0,0,41
23109,0,0,2,0,26,0,0,42
23110,4,2,2,0,26,4,2,43
23111,1,1,2,0,26,1,1,44
23112,0,0,2,0,26,0,0,45
23113,14,3,2,0,26,14,3,46
23114,1,0,2,0,26,1,0,47
23115,2,0,2,0,26,2,0,48
23116,0,0,2,0,26,0,0,49
23117,4,3,2,0,26,4,3,50
23118,3,1,2,0,26,3,1,51
23119,0,0,2,0,26,0,0,52
23120,0,0,2,0,26,0,0,53
23121,2,1,2,0,26,2,1,54
23122,0,0,2,0,26,0,0,55
23123,11,5,2,0,26,11,5,56
23124,2,0,2,0,26,2,0,57
23125,-1,1,2,0,26,-1,1,58
23126,4,1,2,0,26,4,1,59
23127,0,0,2,0,26,0,0,60
23128,4,0,2,0,26,4,0,61
23129,1,2,2,0,26,1,2,62
23130,2,1,2,0,26,2,1,63
23131,1,1,2,0,26,1,1,64
23132,4,3,2,0,26,4,3,65
23133,3,0,2,0,26,3,0,66
23134,0,0,2,0,26,0,0,67
23135,1,1,2,0,26,1,1,68
23136,2,2,2,0,26,2,2,69
23137,-1,0,2,0,26,-1,0,70
23138,1,1,2,0,26,1,1,71
23139,3,1,2,0,26,3,1,72
23140,0,0,2,0,26,0,0,73
23141,5,5,2,0,26,5,5,74
23142,0,0,2,0,26,0,0,75
23143,2,4,2,0,26,2,4,76
23144,0,0,2,0,26,0,0,77
23145,4,4,2,0,26,4,4,78
23146,0,0,2,0,26,0,0,79
23147,3,1,2,0,26,3,1,80
23148,4,3,2,0,26,4,3,81
23149,3,4,2,0,26,3,4,82
23150,2,1,2,0,26,2,1,83
23151,1,2,2,0,26,1,2,84
23152,1,2,2,0,26,1,2,85
23153,0,0,2,0,26,0,0,86
23154,0,0,2,0,26,0,0,87
23155,4546,729,3,1,26,4546,729,0
23156,798,32,3,2,26,798,32,0
23157,688,89,3,3,26,688,89,0
23158,176,27,3,4,26,176,27,0
23159,224,91,3,5,26,224,91,0
23160,473,119,3,6,26,473,119,0
23161,170,54,3,7,26,170,54,0
23162,369,36,3,8,26,369,36,0
23163,547,78,3,9,26,547,78,0
23164,179,15,3,10,26,179,15,0
23165,116,19,3,11,26,116,19,0
23166,157,25,3,12,26,157,25,0
23167,153,37,3,13,26,153,37,0
23168,388,66,3,14,26,388,66,0
23169,108,41,3,15,26,108,41,0
23170,154,8,3,0,26,154,8,1
23171,182,5,3,0,26,182,5,2
23172,196,15,3,0,26,196,15,3
23173,266,4,3,0,26,266,4,4
23174,0,0,3,0,26,0,0,5
23175,47,7,3,0,26,47,7,6
23176,79,17,3,0,26,79,17,7
23177,48,6,3,0,26,48,6,8
23178,61,15,3,0,26,61,15,9
23179,26,5,3,0,26,26,5,10
23180,40,3,3,0,26,40,3,11
23181,61,3,3,0,26,61,3,12
23182,43,12,3,0,26,43,12,13
23183,89,1,3,0,26,89,1,14
23184,32,7,3,0,26,32,7,15
23185,81,5,3,0,26,81,5,16
23186,37,5,3,0,26,37,5,17
23187,44,3,3,0,26,44,3,18
23188,66,10,3,0,26,66,10,19
23189,12,2,3,0,26,12,2,20
23190,24,4,3,0,26,24,4,21
23191,16,2,3,0,26,16,2,22
23192,11,3,3,0,26,11,3,23
23193,23,3,3,0,26,23,3,24
23194,24,3,3,0,26,24,3,25
23195,13,5,3,0,26,13,5,26
23196,32,7,3,0,26,32,7,27
23197,81,6,3,0,26,81,6,28
23198,32,35,3,0,26,32,35,29
23199,34,17,3,0,26,34,17,30
23200,17,9,3,0,26,17,9,31
23201,15,12,3,0,26,15,12,32
23202,73,40,3,0,26,73,40,33
23203,91,10,3,0,26,91,10,34
23204,51,9,3,0,26,51,9,35
23205,55,16,3,0,26,55,16,36
23206,57,12,3,0,26,57,12,37
23207,55,14,3,0,26,55,14,38
23208,91,18,3,0,26,91,18,39
23209,46,21,3,0,26,46,21,40
23210,27,1,3,0,26,27,1,41
23211,30,6,3,0,26,30,6,42
23212,17,3,3,0,26,17,3,43
23213,50,23,3,0,26,50,23,44
23214,0,0,3,0,26,0,0,45
23215,142,9,3,0,26,142,9,46
23216,76,11,3,0,26,76,11,47
23217,46,3,3,0,26,46,3,48
23218,26,2,3,0,26,26,2,49
23219,40,5,3,0,26,40,5,50
23220,39,6,3,0,26,39,6,51
23221,0,0,3,0,26,0,0,52
23222,0,0,3,0,26,0,0,53
23223,35,8,3,0,26,35,8,54
23224,79,5,3,0,26,79,5,55
23225,115,29,3,0,26,115,29,56
23226,50,3,3,0,26,50,3,57
23227,64,8,3,0,26,64,8,58
23228,204,25,3,0,26,204,25,59
23229,0,0,3,0,26,0,0,60
23230,71,5,3,0,26,71,5,61
23231,44,2,3,0,26,44,2,62
23232,33,2,3,0,26,33,2,63
23233,7,1,3,0,26,7,1,64
23234,24,5,3,0,26,24,5,65
23235,43,6,3,0,26,43,6,66
23236,24,3,3,0,26,24,3,67
23237,22,4,3,0,26,22,4,68
23238,27,6,3,0,26,27,6,69
23239,64,4,3,0,26,64,4,70
23240,19,5,3,0,26,19,5,71
23241,28,8,3,0,26,28,8,72
23242,32,6,3,0,26,32,6,73
23243,14,2,3,0,26,14,2,74
23244,40,6,3,0,26,40,6,75
23245,45,9,3,0,26,45,9,76
23246,30,9,3,0,26,30,9,77
23247,38,13,3,0,26,38,13,78
23248,0,0,3,0,26,0,0,79
23249,142,38,3,0,26,142,38,80
23250,79,12,3,0,26,79,12,81
23251,101,9,3,0,26,101,9,82
23252,66,7,3,0,26,66,7,83
23253,26,6,3,0,26,26,6,84
23254,45,18,3,0,26,45,18,85
23255,37,17,3,0,26,37,17,86
23256,0,0,3,0,26,0,0,87
23257,9655,1549,4,1,26,9655,1549,0
23258,3439,197,4,2,26,3439,197,0
23259,993,140,4,3,26,993,140,0
23260,296,58,4,4,26,296,58,0
23261,388,129,4,5,26,388,129,0
23262,734,224,4,6,26,734,224,0
23263,229,76,4,7,26,229,76,0
23264,885,138,4,8,26,885,138,0
23265,1141,207,4,9,26,1141,207,0
23266,326,77,4,10,26,326,77,0
23267,155,45,4,11,26,155,45,0
23268,173,35,4,12,26,173,35,0
23269,170,44,4,13,26,170,44,0
23270,547,89,4,14,26,547,89,0
23271,179,90,4,15,26,179,90,0
23272,622,46,4,0,26,622,46,1
23273,709,28,4,0,26,709,28,2
23274,768,40,4,0,26,768,40,3
23275,1340,83,4,0,26,1340,83,4
23276,0,0,4,0,26,0,0,5
23277,58,20,4,0,26,58,20,6
23278,76,8,4,0,26,76,8,7
23279,114,21,4,0,26,114,21,8
23280,64,3,4,0,26,64,3,9
23281,24,5,4,0,26,24,5,10
23282,70,13,4,0,26,70,13,11
23283,131,21,4,0,26,131,21,12
23284,67,15,4,0,26,67,15,13
23285,68,1,4,0,26,68,1,14
23286,24,6,4,0,26,24,6,15
23287,149,7,4,0,26,149,7,16
23288,78,10,4,0,26,78,10,17
23289,70,10,4,0,26,70,10,18
23290,160,25,4,0,26,160,25,19
23291,12,2,4,0,26,12,2,20
23292,19,6,4,0,26,19,6,21
23293,16,6,4,0,26,16,6,22
23294,27,2,4,0,26,27,2,23
23295,32,11,4,0,26,32,11,24
23296,30,6,4,0,26,30,6,25
23297,19,8,4,0,26,19,8,26
23298,31,13,4,0,26,31,13,27
23299,240,63,4,0,26,240,63,28
23300,25,9,4,0,26,25,9,29
23301,25,11,4,0,26,25,11,30
23302,12,10,4,0,26,12,10,31
23303,36,15,4,0,26,36,15,32
23304,78,31,4,0,26,78,31,33
23305,125,37,4,0,26,125,37,34
23306,100,25,4,0,26,100,25,35
23307,47,15,4,0,26,47,15,36
23308,101,33,4,0,26,101,33,37
23309,121,39,4,0,26,121,39,38
23310,162,44,4,0,26,162,44,39
23311,69,16,4,0,26,69,16,40
23312,23,4,4,0,26,23,4,41
23313,44,13,4,0,26,44,13,42
23314,39,22,4,0,26,39,22,43
23315,54,21,4,0,26,54,21,44
23316,0,0,4,0,26,0,0,45
23317,626,88,4,0,26,626,88,46
23318,92,14,4,0,26,92,14,47
23319,53,10,4,0,26,53,10,48
23320,36,7,4,0,26,36,7,49
23321,24,6,4,0,26,24,6,50
23322,54,13,4,0,26,54,13,51
23323,0,0,4,0,26,0,0,52
23324,0,0,4,0,26,0,0,53
23325,24,6,4,0,26,24,6,54
23326,85,11,4,0,26,85,11,55
23327,178,48,4,0,26,178,48,56
23328,36,7,4,0,26,36,7,57
23329,70,15,4,0,26,70,15,58
23330,748,120,4,0,26,748,120,59
23331,0,0,4,0,26,0,0,60
23332,154,40,4,0,26,154,40,61
23333,55,10,4,0,26,55,10,62
23334,34,8,4,0,26,34,8,63
23335,24,4,4,0,26,24,4,64
23336,59,15,4,0,26,59,15,65
23337,53,17,4,0,26,53,17,66
23338,21,4,4,0,26,21,4,67
23339,28,9,4,0,26,28,9,68
23340,53,15,4,0,26,53,15,69
23341,65,15,4,0,26,65,15,70
23342,24,6,4,0,26,24,6,71
23343,16,2,4,0,26,16,2,72
23344,38,4,4,0,26,38,4,73
23345,30,8,4,0,26,30,8,74
23346,29,4,4,0,26,29,4,75
23347,70,21,4,0,26,70,21,76
23348,36,8,4,0,26,36,8,77
23349,35,11,4,0,26,35,11,78
23350,0,0,4,0,26,0,0,79
23351,146,21,4,0,26,146,21,80
23352,149,19,4,0,26,149,19,81
23353,171,44,4,0,26,171,44,82
23354,81,5,4,0,26,81,5,83
23355,64,24,4,0,26,64,24,84
23356,73,35,4,0,26,73,35,85
23357,42,31,4,0,26,42,31,86
23358,0,0,4,0,26,0,0,87
23359,1442,262,5,1,26,1442,262,0
23360,326,46,5,2,26,326,46,0
23361,206,31,5,3,26,206,31,0
23362,59,19,5,4,26,59,19,0
23363,38,7,5,5,26,38,7,0
23364,138,26,5,6,26,138,26,0
23365,38,3,5,7,26,38,3,0
23366,153,24,5,8,26,153,24,0
23367,167,33,5,9,26,167,33,0
23368,68,17,5,10,26,68,17,0
23369,49,6,5,11,26,49,6,0
23370,50,8,5,12,26,50,8,0
23371,39,11,5,13,26,39,11,0
23372,92,19,5,14,26,92,19,0
23373,19,12,5,15,26,19,12,0
23374,66,20,5,0,26,66,20,1
23375,78,4,5,0,26,78,4,2
23376,65,5,5,0,26,65,5,3
23377,117,17,5,0,26,117,17,4
23378,0,0,5,0,26,0,0,5
23379,5,2,5,0,26,5,2,6
23380,16,1,5,0,26,16,1,7
23381,17,3,5,0,26,17,3,8
23382,22,4,5,0,26,22,4,9
23383,9,0,5,0,26,9,0,10
23384,21,5,5,0,26,21,5,11
23385,19,2,5,0,26,19,2,12
23386,9,2,5,0,26,9,2,13
23387,22,2,5,0,26,22,2,14
23388,6,5,5,0,26,6,5,15
23389,19,3,5,0,26,19,3,16
23390,26,2,5,0,26,26,2,17
23391,15,0,5,0,26,15,0,18
23392,22,3,5,0,26,22,3,19
23393,3,0,5,0,26,3,0,20
23394,10,4,5,0,26,10,4,21
23395,5,4,5,0,26,5,4,22
23396,8,1,5,0,26,8,1,23
23397,7,4,5,0,26,7,4,24
23398,4,3,5,0,26,4,3,25
23399,2,1,5,0,26,2,1,26
23400,8,3,5,0,26,8,3,27
23401,22,1,5,0,26,22,1,28
23402,0,0,5,0,26,0,0,29
23403,2,0,5,0,26,2,0,30
23404,2,1,5,0,26,2,1,31
23405,2,1,5,0,26,2,1,32
23406,11,3,5,0,26,11,3,33
23407,27,5,5,0,26,27,5,34
23408,19,4,5,0,26,19,4,35
23409,9,1,5,0,26,9,1,36
23410,30,6,5,0,26,30,6,37
23411,16,3,5,0,26,16,3,38
23412,26,4,5,0,26,26,4,39
23413,6,0,5,0,26,6,0,40
23414,9,1,5,0,26,9,1,41
23415,12,1,5,0,26,12,1,42
23416,-1,0,5,0,26,-1,0,43
23417,12,1,5,0,26,12,1,44
23418,0,0,5,0,26,0,0,45
23419,68,10,5,0,26,68,10,46
23420,20,7,5,0,26,20,7,47
23421,10,1,5,0,26,10,1,48
23422,17,3,5,0,26,17,3,49
23423,22,1,5,0,26,22,1,50
23424,16,2,5,0,26,16,2,51
23425,0,0,5,0,26,0,0,52
23426,0,0,5,0,26,0,0,53
23427,10,1,5,0,26,10,1,54
23428,19,2,5,0,26,19,2,55
23429,33,16,5,0,26,33,16,56
23430,17,6,5,0,26,17,6,57
23431,13,1,5,0,26,13,1,58
23432,75,7,5,0,26,75,7,59
23433,0,0,5,0,26,0,0,60
23434,31,7,5,0,26,31,7,61
23435,18,1,5,0,26,18,1,62
23436,9,3,5,0,26,9,3,63
23437,0,2,5,0,26,0,2,64
23438,10,4,5,0,26,10,4,65
23439,18,0,5,0,26,18,0,66
23440,7,1,5,0,26,7,1,67
23441,8,1,5,0,26,8,1,68
23442,16,4,5,0,26,16,4,69
23443,18,1,5,0,26,18,1,70
23444,2,1,5,0,26,2,1,71
23445,16,3,5,0,26,16,3,72
23446,2,0,5,0,26,2,0,73
23447,12,3,5,0,26,12,3,74
23448,3,1,5,0,26,3,1,75
23449,13,5,5,0,26,13,5,76
23450,12,4,5,0,26,12,4,77
23451,11,1,5,0,26,11,1,78
23452,0,0,5,0,26,0,0,79
23453,42,7,5,0,26,42,7,80
23454,14,2,5,0,26,14,2,81
23455,29,10,5,0,26,29,10,82
23456,7,0,5,0,26,7,0,83
23457,6,2,5,0,26,6,2,84
23458,7,6,5,0,26,7,6,85
23459,6,4,5,0,26,6,4,86
23460,0,0,5,0,26,0,0,87
23461,2211,1580,6,1,26,2211,1580,0
23462,257,195,6,2,26,257,195,0
23463,234,189,6,3,26,234,189,0
23464,133,95,6,4,26,133,95,0
23465,98,78,6,5,26,98,78,0
23466,249,199,6,6,26,249,199,0
23467,91,55,6,7,26,91,55,0
23468,228,129,6,8,26,228,129,0
23469,223,143,6,9,26,223,143,0
23470,116,81,6,10,26,116,81,0
23471,97,72,6,11,26,97,72,0
23472,99,53,6,12,26,99,53,0
23473,72,44,6,13,26,72,44,0
23474,192,138,6,14,26,192,138,0
23475,122,109,6,15,26,122,109,0
23476,79,63,6,0,26,79,63,1
23477,27,19,6,0,26,27,19,2
23478,67,54,6,0,26,67,54,3
23479,84,59,6,0,26,84,59,4
23480,0,0,6,0,26,0,0,5
23481,11,9,6,0,26,11,9,6
23482,9,6,6,0,26,9,6,7
23483,47,40,6,0,26,47,40,8
23484,17,13,6,0,26,17,13,9
23485,7,9,6,0,26,7,9,10
23486,37,36,6,0,26,37,36,11
23487,19,14,6,0,26,19,14,12
23488,15,8,6,0,26,15,8,13
23489,13,7,6,0,26,13,7,14
23490,13,9,6,0,26,13,9,15
23491,20,15,6,0,26,20,15,16
23492,12,16,6,0,26,12,16,17
23493,14,7,6,0,26,14,7,18
23494,53,33,6,0,26,53,33,19
23495,10,12,6,0,26,10,12,20
23496,11,10,6,0,26,11,10,21
23497,8,6,6,0,26,8,6,22
23498,13,12,6,0,26,13,12,23
23499,26,13,6,0,26,26,13,24
23500,12,9,6,0,26,12,9,25
23501,11,11,6,0,26,11,11,26
23502,16,14,6,0,26,16,14,27
23503,23,14,6,0,26,23,14,28
23504,12,11,6,0,26,12,11,29
23505,13,6,6,0,26,13,6,30
23506,4,3,6,0,26,4,3,31
23507,19,19,6,0,26,19,19,32
23508,50,34,6,0,26,50,34,33
23509,27,19,6,0,26,27,19,34
23510,41,34,6,0,26,41,34,35
23511,27,27,6,0,26,27,27,36
23512,35,27,6,0,26,35,27,37
23513,39,34,6,0,26,39,34,38
23514,30,24,6,0,26,30,24,39
23515,19,13,6,0,26,19,13,40
23516,13,9,6,0,26,13,9,41
23517,15,8,6,0,26,15,8,42
23518,9,4,6,0,26,9,4,43
23519,35,21,6,0,26,35,21,44
23520,0,0,6,0,26,0,0,45
23521,99,51,6,0,26,99,51,46
23522,23,14,6,0,26,23,14,47
23523,31,20,6,0,26,31,20,48
23524,20,19,6,0,26,20,19,49
23525,21,10,6,0,26,21,10,50
23526,34,15,6,0,26,34,15,51
23527,0,0,6,0,26,0,0,52
23528,0,0,6,0,26,0,0,53
23529,14,10,6,0,26,14,10,54
23530,38,31,6,0,26,38,31,55
23531,62,39,6,0,26,62,39,56
23532,27,19,6,0,26,27,19,57
23533,20,9,6,0,26,20,9,58
23534,62,35,6,0,26,62,35,59
23535,0,0,6,0,26,0,0,60
23536,39,25,6,0,26,39,25,61
23537,30,20,6,0,26,30,20,62
23538,13,9,6,0,26,13,9,63
23539,11,8,6,0,26,11,8,64
23540,23,19,6,0,26,23,19,65
23541,22,18,6,0,26,22,18,66
23542,24,12,6,0,26,24,12,67
23543,19,16,6,0,26,19,16,68
23544,32,26,6,0,26,32,26,69
23545,25,8,6,0,26,25,8,70
23546,17,9,6,0,26,17,9,71
23547,25,19,6,0,26,25,19,72
23548,16,6,6,0,26,16,6,73
23549,16,11,6,0,26,16,11,74
23550,7,4,6,0,26,7,4,75
23551,27,19,6,0,26,27,19,76
23552,15,9,6,0,26,15,9,77
23553,23,12,6,0,26,23,12,78
23554,0,0,6,0,26,0,0,79
23555,74,42,6,0,26,74,42,80
23556,36,30,6,0,26,36,30,81
23557,61,55,6,0,26,61,55,82
23558,21,11,6,0,26,21,11,83
23559,32,32,6,0,26,32,32,84
23560,38,33,6,0,26,38,33,85
23561,52,44,6,0,26,52,44,86
23562,0,0,6,0,26,0,0,87
23563,2759,2218,7,1,26,2759,2218,0
23564,263,208,7,2,26,263,208,0
23565,334,281,7,3,26,334,281,0
23566,145,123,7,4,26,145,123,0
23567,213,168,7,5,26,213,168,0
23568,237,220,7,6,26,237,220,0
23569,133,110,7,7,26,133,110,0
23570,281,226,7,8,26,281,226,0
23571,353,245,7,9,26,353,245,0
23572,145,94,7,10,26,145,94,0
23573,134,116,7,11,26,134,116,0
23574,98,72,7,12,26,98,72,0
23575,99,80,7,13,26,99,80,0
23576,209,164,7,14,26,209,164,0
23577,115,111,7,15,26,115,111,0
23578,46,38,7,0,26,46,38,1
23579,60,47,7,0,26,60,47,2
23580,83,69,7,0,26,83,69,3
23581,74,54,7,0,26,74,54,4
23582,0,0,7,0,26,0,0,5
23583,21,17,7,0,26,21,17,6
23584,26,19,7,0,26,26,19,7
23585,44,33,7,0,26,44,33,8
23586,25,21,7,0,26,25,21,9
23587,12,9,7,0,26,12,9,10
23588,33,28,7,0,26,33,28,11
23589,23,21,7,0,26,23,21,12
23590,27,22,7,0,26,27,22,13
23591,33,23,7,0,26,33,23,14
23592,17,18,7,0,26,17,18,15
23593,28,32,7,0,26,28,32,16
23594,21,16,7,0,26,21,16,17
23595,24,22,7,0,26,24,22,18
23596,38,29,7,0,26,38,29,19
23597,17,12,7,0,26,17,12,20
23598,27,28,7,0,26,27,28,21
23599,18,14,7,0,26,18,14,22
23600,12,10,7,0,26,12,10,23
23601,13,8,7,0,26,13,8,24
23602,20,22,7,0,26,20,22,25
23603,18,14,7,0,26,18,14,26
23604,19,18,7,0,26,19,18,27
23605,92,51,7,0,26,92,51,28
23606,14,17,7,0,26,14,17,29
23607,26,24,7,0,26,26,24,30
23608,13,14,7,0,26,13,14,31
23609,31,30,7,0,26,31,30,32
23610,40,30,7,0,26,40,30,33
23611,34,33,7,0,26,34,33,34
23612,35,33,7,0,26,35,33,35
23613,26,28,7,0,26,26,28,36
23614,19,16,7,0,26,19,16,37
23615,41,44,7,0,26,41,44,38
23616,42,36,7,0,26,42,36,39
23617,37,35,7,0,26,37,35,40
23618,14,10,7,0,26,14,10,41
23619,18,16,7,0,26,18,16,42
23620,23,15,7,0,26,23,15,43
23621,41,34,7,0,26,41,34,44
23622,0,0,7,0,26,0,0,45
23623,103,80,7,0,26,103,80,46
23624,38,29,7,0,26,38,29,47
23625,41,36,7,0,26,41,36,48
23626,33,23,7,0,26,33,23,49
23627,34,26,7,0,26,34,26,50
23628,32,32,7,0,26,32,32,51
23629,0,0,7,0,26,0,0,52
23630,0,0,7,0,26,0,0,53
23631,49,27,7,0,26,49,27,54
23632,44,30,7,0,26,44,30,55
23633,73,56,7,0,26,73,56,56
23634,36,33,7,0,26,36,33,57
23635,48,39,7,0,26,48,39,58
23636,103,60,7,0,26,103,60,59
23637,0,0,7,0,26,0,0,60
23638,59,30,7,0,26,59,30,61
23639,31,22,7,0,26,31,22,62
23640,27,21,7,0,26,27,21,63
